ID	Label	Text
5262	Definitive	"Soil erosion is a major environmental problem worldwide, and almost half of India’s total geographical area is susceptible to it. The Revised Universal Soil Loss Equation (RUSLE) has been widely used globally to estimate soil erosion, and Soil erodibility factor, denoted by K-factor, is an essential component of RUSLE. Although previous studies have assessed soil erodibility in India, they have been limited to small scales such as watersheds or districts. A national scale assessment of soil erodibility doesn’t exist and is critical to developing a systematic understanding of soil erosion over India. In this study, we estimated soil erodibility factors over India using RUSLE Nomograph and Environmental Policy Integrated Climate (EPIC) model approaches at a high resolution of 250 m. Our results showed that the K-factor estimated using the Nomograph approach was more accurate than the observed soil erodibility factors. Additionally, we developed erodibility indices such as CR (Clay Ratio), MCR (Modified Clay Ratio), and CLOM (Critical Level of Organic Matter) to assess their sensitivity with respect to soil erodibility factors. Finally, we created a susceptibility to erosion map over India using CLOM index classification. The national average soil erodibility factor for India is estimated to be 0.028 t-ha-h/ha/MJ/mm. Histosols soil type is the least susceptible to erosion, while Xerosols soil type is most susceptible among the prevalent soil classes in India. This is the first national-scale mapping of soil erodibility over India, providing an essential asset for soil conservation and erosion management planning by experts."
5717	Hypothetical	"Sustainable economic development and resilience to climate change impacts require human adaptation to a warming climate. It is possible that rising costs of climate change will provide incentives to increase adaptation actions in the future. This Perspective argues, by contrast, that adaptation to the costs of global warming is likely to be ineffective. Empirical evidence suggests that current adaptations are generally limited, and climate change is likely to undermine adaptive capacity, making intensification of the costs of warming as likely as adaptation to them. Climate adaptation will require difficult political action and is not an inevitable consequence of climate damages."
2458	Hypothetical	"Multi-fluid models have recently been proposed as an approach to improving the representation of convection in weather and climate models. This is an attractive framework as it is fundamentally dynamical, removing some of the assumptions of mass-flux convection schemes which are invalid at current model resolutions. However, it is still not understood how best to close the multi-fluid equations for atmospheric convection. In this paper we develop a simple two-fluid, single-column model with one rising and one falling fluid. No further modelling of sub-filter variability is included. We then apply this model to Rayleigh-B√©nard convection, showing that, with minimal closures, the correct scaling of the heat flux (Nu) is predicted over six orders of magnitude of buoyancy forcing (Ra). This suggests that even a very simple two-fluid model can accurately capture the dominant coherent overturning structures of convection."
1229	Exploratory	"Rain-on-snow (ROS) events are complex multivariate hydrometeorological phenomena requiring a combination of rain and snowpack. Impacts include floods and landslides, and rain may freeze within the snowpack or on bare ground, potentially affecting vegetation, wildlife, and permafrost. ROS events occur mainly in high-latitude and mountainous areas, where sparse observational networks hinder accurate quantification – as does a scale mismatch between coarse (50-100 km) resolution re-analysis products and localised events. Variability in the rain-snow temperature threshold, and temperature sensitivity of snowmelt, adds additional uncertainty. Here the high-resolution (1 km) seNorge hydrometeorological dataset, capturing complex topography and drainage networks, is utilized to produce the first climatology of ROS events for mainland Norway. For daily data spanning 1957-2016, suitable rain and snowpack thresholds for defining ROS events are applied to construct ROS climatologies for 1961-1990 and 1981-2010, and investigate trends. Differing ROS characteristics are found, reflecting Norway’s diverse climates. Compared to 1961-1990, events in the 1981-2010 period decrease most in the southwest in winter, southeast in spring, and north in summer (consistent with less snow cover in a warming climate), and increase most in the southwest, central mountains, and north in winter-spring (consistent with increased precipitation and/or more snow falling as rain in a warming climate). Events also broadly correlate with the North Atlantic and Arctic Oscillations, with the latter dominating slightly. Finally, the extreme May 2013 ROS event in central Oppland county, causing devastating flooding, is examined to better understand the interplay between rain, snow, and temperature, with a view to future studies."
7265	Exploratory	"Rivers drive geomorphic change at Earth’s surface by transporting sediment from mountains to sedimentary basins. They are sensitive to changes in water and sediment flux driven by tectonism, climatic perturbation and or volcanism. We characterized changes in fluvial landscapes during a major Cenozoic cooling event, the Eocene-Oligocene Transition (EOT) at 33.9 Ma. The EOT is characterized by a long term ~4-5°C decrease in global mean annual temperature, punctuated by short, intense climatic fluctuations. In the Great Plains region of central North America, the temperature decreased by ~7°C and  mean annual precipitation declined by ~50% across the EOT. Preceding the EOT, renewed Cordilleran uplift near northeastern Nevada began at ~39 Ma and extensive volcanism in the Great Basin region occurred at ~36 Ma. We reconstruct characteristics of rivers and floodplains through the Late Eocene-Early Oligocene deposits of White River Group (WRG), exposed at Toadstool Geologic Park in northwestern Nebraska, U.S.A., and evaluate how river landscapes responded to these events. We identified five stages of change in the paleo-rivers and -floodplain strata of the White River Group: (1) Following the Laramide uplift, the rivers of the Late Eocene Chamberlain Pass Formation adjusted from steep gradients (~10-3) to gentler ones (~10-4), and transitioned from shallow, mobile channels to deeper, stable channels and floodplains. (1) The transition from the Chamberlain Pass Formation to the Late Eocene Chadron Formation saw a shift from a relatively coarse-grained fluvial system with mobile channels to an extremely fine-grained, aggradational, floodplain-dominated system influenced by high volcanogenic sediment loads. (3) The transition from the Late Eocene Chadron Formation to the Early Oligocene Orella Member of the Brule Formation is associated with the onset of the Eocene-Oligocene Transition (EOT) and is marked by coarse floodplains and ephemeral river deposits that display evidence of significant, likely seasonality-driven, discharge variability. (4) Early Oligocene strata (33.9 - 31.6 Ma) also show compelling evidence of recurrent episodes of sustained channel incision and fill that we connect to climate fluctuations associated with the early phase of relatively rapid EOT cooling. (5) Early Oligocene strata deposited from 33.4 to 31.6 Ma show no significant erosional surfaces and continue to reflect discharge variability, high volcanogenic sediment loads, and a relatively stable climate system after the end of the initial phase of rapid cooling."
1989	Definitive	"GWP* was recently proposed1 as a simple metric for calculating warming-equivalent emissions by equating a change in the rate of emission of a short-lived climate pollutant (SLCP) to a pulse emission of carbon-dioxide. Other metrics aiming to account for the time-dependent impact of SLCP emissions, such as CGWP, have also been proposed2. In 2019 an improvement to GWP* was proposed by Cain et al3, hereafter CLA, combining both the rate and change in rate of SLCP emission, justified by the rate of forcing decline required to stabilise temperatures following a recent multi-decade emissions increase. Here we provide a more direct justification of the coefficients used in this definition of GWP*, with a small revision to their absolute values, by equating CO2 and SLCP forcing directly, without reference to the temperature response. This provides a more direct link to the impulse-response model used to calculate GWP values and improves consistency with CGWP values."
3111	Evidential	"Over the last decades, treatment of domestic wastewater promoted by environmental regulations have reduced human health risks and improved water quality. However, ecological risks caused by effluents of wastewater treatment plants (WWTPs) discharged into rivers still persist. Moreover, the evolution of these ecological risks in the future is intimately related to effects of changing climate, especially regarding streamflow in receiving rivers. Here, we present a systematic and transferable framework for assessing the ecological risks posed by individual WWTP-effluents at the catchment-scale. The framework combines the size-class k of WWTPs, which is a proxy for load, with the location of their outflows in river networks, represented by its stream-order _. We identify ecological risks by using three proxy indicators: the urban discharge fraction and the local-scale concentrations of each total phosphorous and ammonium-nitrogen discharged from WWTPs. About 3,200 WWTPs over three large catchments (Rhine, Elbe, and Weser) in Central Europe were analyzed by incorporating simulated streamflow for the most extreme projected climate change scenario. We found that WWTPs causing ecological risks in future prevail in lower stream-orders, across almost all size-classes. Distinct patterns of ecological risks are identified in the k-_ framework for different indicators and catchments. We show that, as climate changes, intensified risks are especially expected in lower stream-orders receiving effluents of intermediate size WWTPs. We discuss implications of our findings for prioritizing WWTPs advancement and urging updates on environmental regulations. Further applications of the k-_ framework are discussed to help achieving global long-term commitments on freshwater security."
6238	Evidential	"In high northern latitudes, the Middle to Late Holocene was a time of orbitally-induced atmospheric cooling. This led to increased sea-ice production in the Arctic Ocean and its export southward, a decrease in sea surface temperatures (SST), and glacier advances at least since 5-4 ka BP. However, the response of the ocean-climate system to decreasing insolation was not uniform. Our research shows that the sea-ice cover in the northwestern Barents Sea experienced a late response to Neoglacial cooling. We analyzed dinoflagellate cyst assemblages from a sediment core from Storfjordrenna, south of Svalbard. We found that the area experienced ice-free conditions throughout most of the Mid- and Late Holocene. It was only after 2.3 ka BP that the study site became covered with winter drift ice and primary productivity decreased subsequently. Other regional data support the decrease in SST, the expansion of the sea-ice cover, and the deterioration of the environmental conditions around that time. Our findings indicate that the sea-ice cover in the northwestern Barents Sea required a significant amount of time to respond to the general cooling trend in the region. These results have important implications for present-day environmental changes. Even if the current warming trend is revoked in the future, the observed sea-ice loss in the Barents Sea may be incredibly challenging to reverse."
5468	Evidential	"Lakes are sentinels of environmental change. In cold climates, lake ice phenology—the timing and duration of ice cover during winter—is a key control on ecosystem function. Ice phenology is likely driven by a complex interplay between physical characteristics and climatic conditions. Under climate change, lakes are generally freezing later, melting out earlier, and experiencing a shorter duration of ice cover; however, few long-term records exist for large, high-elevation lakes which may be particularly vulnerable to climate impacts. Here, we quantified ice phenology over the last century (1927-2022) for North America’s largest high-elevation lake—Yellowstone Lake—and compared it to seven similar lakes in northern Europe. We show that contrary to expectation, the ice phenology of Yellowstone Lake has been uniquely resistant to climate change. Indeed, despite warming temperatures in the region, no change in the timing nor duration of ice cover has occurred at Yellowstone Lake due to buffering by increased snowfall. However, with projections of continued warming and shifting precipitation regimes in the high Rocky Mountains, it is unclear how long this buffering will last."
8520	Definitive	"Rewetting of drained peatland forests restores ecosystem functions and improves peatland ecological status. It is also considered to mitigate climate change, yet some studies challenge this view Recently, Laine et al. (2024, Restoration Ecology, 32(7), p.e14213) considered feasible restoration outcomes of boreal forestry drained peatlands and proposed that rewetting nutrient-rich peatland forests can yield immediate climate benefits. They, however, focused only on the change of soil greenhouse gas balance following rewetting. Here, we extend their analysis by including tree stand carbon sink-source dynamics, direct radiative forcing by albedo change, and broaden the system boundaries to include wood product carbon storage. We show that restoring nutrient-rich drained boreal peatland forests contributes to climate warming in short- and medium term (<200 yr), except in specific cases when tree stand carbon storage is preserved. Rewetting nutrient poor boreal peatland forests yield to persistent warming impact. Results show that ecological benefits of rewetting drained boreal forest peatlands have a climate cost, and rewetting is unlikely to mitigate climate change in the timescale commensurate with that of, e.g., EU climate goals."
2418	Definitive	"Canada could highly impact the climate, as it possesses the world’s third largest resources of unconventional oil. This paper evaluates in three ways whether Canada is respecting a scenario of fossil fuel production and greenhouse gas (GHG) emissions limiting warming to 2.0 °C by 2100. Firstly, McGlade and Ekins (2015) proposed a model providing production budgets for each fossil fuel producing country. Data show that Canada has extracted more unconventional oil than allocated for the entire century. Secondly, global GHG emissions from the Canadian fossil fuel industry were computed using a life-cycle analysis. Emissions increased by 32% from 2011 to 2019, although dropping 4.9% in 2020 because of the COVID-19 pandemic. Results also show that an increase of 1% in Canadian fossil fuel industry emissions cancels out at the global level a decrease of 2.1% in national emissions. Thirdly, three models providing a national carbon budget for Canada were compared to annual emissions. Emissions were higher than the targets set by these models. In conclusion, Canadian GHG emissions and unconventional oil production exceeded the amounts allowed by the 2°C scenario during the 2011-2020 period. Policies to reduce exports of fossil fuels and mitigate national emissions are discussed."
2436	Exploratory	"Density-driven chimney effect airflow is the most common form of cave ventilation, allowing gas exchange between the outside and the karst subsurface. However, cave ventilation can also be driven by other mechanisms, namely winds. We discuss the mechanism and dynamics of wind-driven ventilation using observations in Postojna Cave, Slovenia. We show how seasonal airflow patterns driven by the chimney effect are substantially modified by outside winds. Wind flow over irregular topography forms near-surface air pressure variations and thus pressure differences between cave entrances at different locations. These pressure differences depend on wind speed and direction and their relationship to surface topography and the location of cave entrances. Winds can act in the same or opposite direction as the chimney effect and can either enhance, diminish or even reverse the direction of the density-driven airflows. To examine the possibility of wind-driven flow, we used a computational fluid dynamics model to calculate the wind pressure field over Postojna Cave and the pressure differences between selected points for different configurations of wind speed and direction. We compared these values with those obtained from airflow measurements in the cave and from simple theoretical considerations. Despite the simplicity of the approach and the complexity of the cave system, the comparisons showed satisfactory agreement. This allowed a more general assessment of the relative importance of wind pressure for the subsurface ventilation. We are certain that this example is not unique and that the wind-driven effect needs to be considered elsewhere to provide better insights into the dynamics of cave climate, air composition or dripwater geochemistry."
5690	Definitive	"Building a resilient water, sanitation, and hygiene (WASH) system is more important than ever since climate change threatens WASH, particularly in low- and middle-income countries. The Government of Ethiopia stresses climate-resilient WASH through its One WASH National Program, albeit it may be challenging to ascertain the resilience due to the absence of an easy-to-use monitoring tool. The “How tough is WASH” framework is a recently developed framework to monitor the community-managed rural water supply resilience to climate change. We investigated whether this framework might be used to assess the resilience of small-town water utilities by choosing 10 communities in eastern Ethiopia. The How Tough is WASH framework considers resilience along six domains: supply chain, institutional support, management and governance, community role and feedback, infrastructure, and catchment using a five-scale measurement. Due to its complexity to apply using a five-scale measure, we modified the framework into a simpler 3-point scale —low, medium, and high—to assess the climate change resilience of urban water utilities. Accordingly, the town water utilities rated moderately resilient, with primary failures including insufficient government support, a lack of flood protection, seasonal variation in yield, and leakage in the distribution system. Fixing the identified failures is essential for resilient services in the study towns. The current finding using the How Tough is WASH framework revealed the framework’s versatility in determining the climate resilience of WASH, therefore, should be included and integrated into a WASH monitoring tool."
2109	Evidential	"The present study has been carried out to assess the spatial behaviour of forest fire count (FFC) data and Climate Forecast System Reanalysis (CFSR) derived meteorological parameters in Uttar Pradesh to explore the linkages amongst them. Ten years (2005 to 2014) of forest fire event data and of meteorological data have been analysed using GIS overlay, ordinary least square (OLS) regression, increment ratio (IR) and combination matrix analysis (CMA) to find spatial congruence and causal linkage between FFC and meteorological variables. The results show that approximately 80% of total forest fires occur in March & April only. And, at ten days interval, 65% FFCs were recorded from 21 March to 20 April only. With OLS and IR methods, we found a linkage between FFC and rainfall, relative humidity, solar radiation, and temperature. In contrast, CMA indicated a periodicity in the FFCs of the highest category."
4980	Definitive	"The Antarctic Circumpolar Current (ACC) is the major current in the Southern Ocean, isolating the warm stratified subtropical waters from the more homogeneous cold polar waters. The ACC flows from west to east around Antarctica and generates an overturning circulation by fostering deep-cold water upwelling and the formation of new water masses, affecting the Earth's heat balance and the global distribution of carbon. The ACC is characterized by several water mass boundaries or fronts, known as Subtropical Front (STF), Subantarctic Front (SAF), Polar front (PF), and South Antarctic Circumpolar Current Front (SACCF), identified by typical physical and chemical properties. While the physical characteristics of these fronts have been characterized, there is still poor information regarding the microbial diversity of this area. Here we present surface water bacterioplankton community structure based on 16S rRNA sequencing from 13 stations sampled between New Zealand to the Ross Sea crossing the Antarctic Circumpolar Current Fronts.. Our results show a distinct succession in the dominant bacterial phylotypes present in the different water masses and suggest a strong role of sea surface temperatures and the availability of Carbon and Nitrogen in controlling community composition. This work represents an important baseline for future studies on the response of Southern Ocean epipelagic microbial communities to climate change."
1899	Hypothetical	"The response of summer precipitation in the western U.S. to climate variability remains a subject of uncertainty.  For example, paleoclimate records indicate the North American monsoon (NAM) was stronger and spatially more extensive during the Holocene, whereas recent modeling suggests a weakened NAM response to increasing temperatures. These illustrate diverging pictures of the NAM response to warming.  Here, we examine summer precipitation in the southwestern U.S. related to Last Interglacial insolation forcing. Using a high-resolution climate model, we find that Eemian insolation forcing results in overall wetter conditions throughout most of the southwestern U.S, but significantly drier than present conditions over Arizona. The overall wetter conditions are associated with a northward shift of the anticyclonic circulation aloft and increased moisture in the lower and mid-troposphere during the Eemian. Increased advection of Gulf of Mexico moisture is responsible for increasing precipitation in New Mexico and the northern edges of the NAM region. Drier conditions over Arizona are likely related to reduced local convection associated with reduced vertical moisture transport. These results highlight the spatial complexity of the NAM response to increasing radiative forcing and allow a better understanding of monsoon dynamics and variability in response to a warming climate."
1841	Evidential	"The large-scale moistening of the atmosphere in response to increasing greenhouse gases amplifies the existing patterns of precipitation minus evaporation (P-E) which, in turn, amplifies the spatial contrast in sea surface salinity (SSS). Through a series of CO2 doubling experiments, we demonstrate that surface salinification driven by the amplified dry conditions (P-E < 0), primarily in the subtropical ocean, accelerates ocean heat uptake. The salinification also drives the sequestration of upper-level heat into the deeper ocean, reducing the thermal stratification and increasing the heat uptake through a positive feedback. The change in Atlantic Meridional Overturning Circulation due to salinification plays a secondary role in heat uptake.  Consistent with the heat uptake changes, the transient climate response would increase by approximately 0.4K without this process. Observed multi-decadal changes in subsurface temperature and salinity resembles those simulated, indicating that anthropogenically-forced changes in salinity are likely enhancing the ocean heat uptake."
2219	Definitive	"Climate changes across the last 24,000 years provide key insights into Earth system responses to external forcing. Climate model simulations and proxy data have independently allowed for study of this crucial interval; however, they have at times yielded disparate conclusions. Here, we leverage both types of information using paleoclimate data assimilation to produce the first observationally constrained, full-field reanalysis of surface temperature change spanning the Last Glacial Maximum to present. We demonstrate that temperature variability across the last 24 kyr was linked to two modes: radiative forcing from ice sheets and greenhouse gases; and a superposition of changes in thermohaline circulation and seasonal insolation. In contrast with previous proxy-based reconstructions our reanalysis results show that global mean temperatures warmed between the early and middle Holocene and were stable thereafter. When compared with recent temperature changes, our reanalysis indicates that both the rate and magnitude of modern observed warming are unprecedented relative to the changes of the last 24 kyr."
5300	Hypothetical	"Scenario pathways greatly inform the opportunity space of possible future climates. The multistep experiment tests the Alternative Method to Determine a Carbon Dioxide Removal Target‚Äôs thesis by simulating the novel pathway '300x2050,' SSP1-2.6, and SSP1-1.9 comparing within green growth development in MAGICC 6.8 by removing all cumulative anthropogenic CO‚ÇÇ over 80 years and phasing out anthropogenic GHGs. Contrary to the previous theory, the experiment removed carbon equal to accumulated fossil fuels and land-use change emissions, realizing a final temperature of 0.07¬∫C relative to 1720-1800, 0.14¬∫C to the 1850-1900 mean, and CO‚ÇÇ concentration of 278.82 ppm by 2550. The vast CDR needed to approximate the speculation of Anthropocene reversal by 2100 justifies utmost urgency and maximally scaled sustainable (zero-carbon intensity) green growth development."
7000	Definitive	"Rapid agriculture-driven deforestation raises significant concerns about achieving climate and biodiversity targets. Linking deforestation to food production is crucial for guiding the development, implementation, and evaluation of forest conservation and climate change mitigation efforts. However, the limited scope and comprehensiveness of available datasets restrict the effectiveness of these efforts. Recognising this, we present the Deforestation Driver and Carbon Emission (DeDuCE) model, merging the best available spatial and statistical datasets to enhance the quantification of deforestation due to the production of agriculture and forestry commodities. DeDuCE reports 9,332 unique country-commodity deforestation-carbon footprints across 179 countries and 184 commodities from 2001-2022, surpassing existing databases in scope and detail. The model provides critical data for public and private sector actors assessing deforestation risks, evaluating the sustainability of investments, and reporting food sector carbon emissions. Notably, our deforestation emissions constitute nearly half of previously reported emissions from land-use activities within global food systems. Moreover, global efforts to curb deforestation are inadequately focused on staple crops, which are also significant drivers of deforestation."
3240	Exploratory	"Countless continuously interacting processes determine the functioning and evolution of the Earth. Even geodynamic and climate changes, which have been classically studied independently because they pertain to different Earth ‘spheres’, are linked by mutual cause-effect relationships that recent research has just started to recognize and quantify. Modeling, be it analogue or numerical, is a trump card in this research for it allows rigorous integrations and interpretations of multiple observations that report on processes with different characteristic spatial and temporal scales and occurring at the Earth’s surface or deep within its interior. In this solicited chapter, I let my academic journey thus far illustrate the challenges of the study of the feedbacks between internal and external Earth dynamics and its relevance for the Earth Sciences as well as for facing and mitigating ongoing fast and extreme global changes."
1935	Exploratory	"In intracontinental basins stratigraphic packages are not as predictable as those deposited in marine settings, namely due to a lack over an overriding control on deposition. Deposition in intracontinental basins is controlled by tectonics, climatic variations, and sediment supply. Complexity is added as deposition is affected by both autocyclic localised variations (e.g., lobe switching) and larger scale allocyclic variations such as climate forcing, leading to rapid changes in depositional environment. This research considers a basin margin depositional system predominately controlled by climatic variations and presents a model to highlight how the individual depositional environments respond to wetting and drying events. Alluvial fan related environments (e.g., talus cone, debris flows, sheetfloods) prograde into the basin during increased humidity, whereas increased aridity leads to retrogradation. Fluvial environments (e.g., fluvial, palaeosol) react in the same manner, prograding during humid climates and retrograding during increasing aridity. Lacustrine environments expand in the basin centre during increased humidity, and desiccate and shrink during arid climates. Finally, aeolian environments decrease in magnitude and migration is reduced during increased humidity but grow in extent during increased aridity. A case study from the end-Carboniferous to Permian Cutler Group (undifferentiated) in the western U.S.A. is used to build the model as it comprises an exceptionally well-preserved basin margin system."
6353	Exploratory	"Access to clean water is a fundamental human right, yet millions worldwide face the dire consequences of water scarcity and inadequate sanitation. Water inequality, characterized by disparities in access and availability of water resources, has emerged as a critical global challenge with far-reaching social, economic, and environmental implications. Using a globally representative observational streamflow dataset and Gini coefficients, this study investigates how streamflow inequality, which has a large impact on inequality of water availability, varies spatially and temporally, and its relationship with different underlying catchment characteristics. This study finds that watersheds in arid climates exhibit a higher degree of streamflow inequality than polar and equatorial ones. Africa experiences the highest streamflow inequality, followed by Australia, while South America experiences relatively lower streamflow inequality. Around 19.6% of the catchments in Australia display an increasing trend in streamflow inequality, pointing to worsening conditions. Conversely, South America experiences a decreasing trend in streamflow inequality in 18.3% of its catchments during the same period. It is also found that a more evenly distributed precipitation within the catchment and higher dam storage capacity corresponds to more evenly distributed streamflow availability throughout the year. This study enhances our understanding of streamflow inequality worldwide, which will aid policy formulation to foster sustainable development."
1158	Exploratory	Draft guidance on the homogenisation of climate station data of the World Meteorological Organisation.
5605	Evidential	"Satellite-based remote sensing enables detection and mitigation of large point sources of climate-warming methane. These satellites will have the greatest impact if stakeholders have a clear-eyed assessment of their capabilities. We performed a single-blind test of nine methane-sensing satellites from three continents and five countries, including both commercial and government satellites. Over two months, we conducted 82 controlled methane releases during satellite overpasses. Six teams analyzed the resulting data, producing 134 estimates of methane emissions. Of these, 80 (58%) were correctly identified, with 46 true positive detections (34%) and 34 true negative non-detections (25%). There were 41 false negatives and 0 false positives, in which teams incorrectly claimed methane was present. All eight satellites that were given a nonzero emission detected methane at least once, including the first single-blind evaluation of the EnMAP, Gaofen 5, and Ziyuan 1 systems. In percent terms, quantification error across all satellites and teams is similar to aircraft-based methane remote sensing systems, with 55% of mean estimates falling within ¬±50% of the metered value. Although teams correctly detected emissions as low as 0.03 metric tons of methane per hour, it is unclear whether detection performance in this test is representative of real-world field performance. Full retrieval fields submitted by all teams suggest that in some cases it may be difficult to distinguish true emissions from background artifacts without a known source location. Cloud interference is significant and appears to vary across teams and satellites. This work confirms the basic efficacy of the tested satellite systems in detecting and quantifying methane, providing additional insight into detection limits and informing experimental design for future satellite-focused controlled methane release testing campaigns."
8379	Evidential	"The urban canopy layer (UCL) exhibits complex, heterogeneous flow patterns shaped by urban geometry. Traditionally, research has relied on microscale simulations over limited and often idealized building arrays, leaving a need for more extensive datasets to capture the dynamics across diverse urban neighborhoods. Responding to this gap, we developed an extensive dataset, known hereafter as UrbanTALES, based on state-of-the-art Large Eddy Simulations (LES) over 538 urban layouts (generated using over 3,000,000 CPU hours and 35 TB of storage) with both idealized and realistic configurations. Realistic urban neighborhood configurations were obtained from major cities worldwide, incorporating wide variations in building plan area densities [0.06-0.64] and height distributions [4-50m]. Idealized urban arrays, on the other hand, include two commonly studied configurations (aligned and staggered building arrays), featuring both uniform and variable height scenarios along with oblique wind directions.  UrbanTALES offers canopy-averaged flow data as well as 2D and 3D flow fields tailored for different applications in urban climate research such as the development and testing of urban canopy models. The dataset provides time-averaged wind flow properties, as well as second- and third-order flow moments that are critical for understanding turbulent processes in the UCL. Here, we describe the UrbanTALES dataset and its applications, noting the unique opportunity to use high-fidelity simulated flow in realistic urban neighborhoods to: a) revisit neighborhood-scale urban canopy parameterizations in various climate models; and b) inform in-canopy flow and turbulent analyses in complex urban configurations. UrbanTALES is openly available at https://urbantales.climate-resilientcities.com/ and can be extended to incorporate future LES datasets in the field."
7647	Evidential	"Atmospheric blocking is a key dynamical phenomenon in the mid- and high latitudes, able to drive day-to-day weather changes and meteorological extremes such as heatwaves, droughts and cold waves. Current global circulation models struggle to fully capture observed blocking frequencies, likely because of their coarse horizontal resolution. Here we use convection permitting, nested idealized model simulations for quantifying changes in blocking frequency and Rossby wave breaking compared to a coarser resolution reference. We find an increase in blocking frequency poleward and downstream of the area with increased resolution, while the exact regions depend on the blocking index. These changes are probably due to a more accurate representation of small-scale processes such as diabatic heating, which affect Rossby wave breaking and blocking formation downstream. Our results thus suggest an improved representation of blocking in the next generation of high-resolution global climate models."
8797	Evidential	"The famous 1961 'Fairbridge Curve' of Holocene sea level (SL) shows metre-scale (up to ~5m) oscillations, based on a worldwide compilation of carbon-dated geological data-points. Dozens of later authors found further evidence for such fluctuations; while dozens of others, including the Intergovernmental Panel on Climate Change (IPCC), deny oscillations >50cm. The debate is settled here by (1) a review of the Holocene SL literature, exposing flaws in the techniques and assumptions used in constructing smooth SL curves, and (2) an exhaustive review (companion study by the author) of copious published English coastal archaeology, proving a ~4-metre SL rise in only ~70 years (~430-500AD, early 'Dark Ages'), equating to Fairbridge's global 'Rottnest transgression', but much more precisely dated (dendrochronology, coins, pottery). Thus, the IPCC's opinion that global mean SL has risen faster since 1900 than over any preceding century in at least the last 3,000 years is incorrect. This vindication of Fairbridge implies that IPCC's 'worst-case' predicted SL rise of 1.75m by 2100 is, in fact, unexceptional. Another companion study argues that 'Fairbridge-type' SL rises must be due to Antarctic ice-cliff-collapse events, attributable to warming by solar grand maxima, apart from the next collapse (anthropogenic), predicted to raise SL at least 3m by 2100."
3076	Definitive	"Estimates of global economic damage caused by carbon dioxide (CO2) emissions can inform climate policy. The social cost of carbon (SCC) quantifies these damages by characterizing how additional CO2 emissions today impact future economic outcomes through altering the climate. Previous estimates suggest that large, warming-driven increases in energy expenditures could dominate the SCC, but they rely on models that are spatially coarse and not tightly linked to data. Here we show that the release of 1t CO2 today is projected to reduce total future energy expenditures, with most estimates valued between -$3 and -$1, depending on discount rates. Our results are based on a new architecture that integrates global data, econometrics, and climate science to estimate local dam- ages worldwide. Notably, we project that emerging economies in the tropics will dramatically increase electricity consumption due to warming, requiring critical infrastructure planning. However, heating reductions in colder countries offset this increase globally. We estimate that 2099 global electricity consumption rises ‚àº 4.5 EJ/yr (7% current global consumption) while direct consumption of other fuels declines ‚àº 11.3 EJ/yr (7% current consumption) per +1‚ó¶C increase in global mean temperature. Our finding of net savings contradicts previous research, because global data indicate that many populations will remain too poor for most of the 21st century to substantially increase energy consumption in response to warming. Importantly, damage estimates would differ if poorer populations were given greater weight."
8810	Evidential	"A weakening of the Atlantic Meridional Overturning Circulation (AMOC) is predicted to occur under multiple scenarios of future warming. However, the effect of meltwater from a decaying Greenland Ice Sheet (GrIS) on AMOC is uncertain. Using a basin-wide network of North Atlantic sediment cores, we show that the largescale melting of the GrIS during a previous interglacial (Marine Isotope Stage 11c (MIS11c); 397 ‚Äì 427 ka) led to a millennial-scale, 30¬±15% weakening of AMOC and an associated abrupt 2 ‚Äì 7‚Å∞C cooling event over the subpolar North Atlantic. Furthermore, we reveal that this AMOC weakening occurred due to a combination of an abrupt transient weakening of Iceland Scotland Overflow Water and a preceding long-term decline in the strength of Denmark Straits Overflow Water, as well as an earlier cooling of the western subpolar gyre. Paleoclimate datasets indicate that this re-arrangement of ocean circulation had an impact on terrestrial ecosystems and atmospheric/oceanic circulation across the northern hemisphere and the low latitudes. This study suggests that modern oceanographic conditions are analogous to those prior to the MIS11c AMOC weakening event, with comparable modern rates of GrIS melt to those modelled for MIS11c. Critically, these findings provide empirical evidence that suggests the potential vulnerability of AMOC weakening to GrIS decay."
2342	Evidential	"2019 was the hottest and driest year on record for southeast Australia leading to bushfires of unprecedented extent. Ecosystem carbon losses due to drought and fire are believed to have been substantial, but have not been well quantified. Here, we utilize space-based measurements of trace gases (TROPOspheric Monitoring Instrument XCO, Orbiting Carbon Observatory 2 XCO2) and up-scaled GPP (FluxSat GPP) to quantify the carbon cycle anomalies resulting from drought and fire in southeast Australia during the 2019‚Äì2020 growing season. We find that biomass burning released 113‚Äì236 TgC of CO2 while drought and fire-induced anomalies in net ecosystem exchange reduced growing season carbon uptake by an additional 19‚Äì52 TgC of CO2. These carbon losses were concentrated during the spring and early summer, when hot-dry conditions were most severe. A shift to cooler conditions with above average rainfall during February is found to result in a partial recovery and greening in unburned ecosystems, but not in fire-impacted areas. The net 2019‚Äì2020 carbon loss substantially exceeded interannual variations in net uptake over 2010‚Äì2019 estimated from top-down constraints (~5œÉ anomaly), and exceeded Australia‚Äôs annual fossil fuel emissions (~104 TgC year‚àí1). Top-down constraints show that the regional carbon budget is strongly regulated by climate variability, and suggest cool‚Äìwet conditions are required for a rapid recovery of carbon stocks. This has implications for the regional carbon budget as more frequent climate-change-driven heat and drought events may increase the frequency of fire events and the recovery time of ecosystems, threatening the carbon stocks of the region."
